text,rt,key_press,block_duration,timing_post_trial,trial_id,trial_type,trial_index,time_elapsed,internal_node_id,exp_id,subject_ID,view_history,stimulus,possible_responses,stim_duration,exp_stage,stim,go_nogo_type,correct_response,current_trial,current_block,chosenStim,chosenCond,stimLeft,cond_left,stimRight,cond_right
,-1,-1,1400,0,ITI,poldrack-single-stim,39,79140,0.0-3.0-36.0,go_nogo_deval,412,,<div></div>,32,1400,practice,,,,,,,,,,,
,-1,-1,500,0,prompt_fixation,poldrack-single-stim,40,79642,0.0-3.0-37.0,go_nogo_deval,412,,<div class = centerbox><div class = fixation>+</div></div>,none,500,practice,,,,,,,,,,,
,462,32,850,0,stim,poldrack-single-stim,41,80494,0.0-3.0-38.0,go_nogo_deval,412,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_triangle.png'></img>,32,850,practice,blue_triangle,nogo2,-1,12,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,42,81896,0.0-3.0-39.0,go_nogo_deval,412,,<div></div>,32,1400,practice,,,,,,,,,,,
,-1,-1,500,0,prompt_fixation,poldrack-single-stim,43,82398,0.0-3.0-40.0,go_nogo_deval,412,,<div class = centerbox><div class = fixation>+</div></div>,none,500,practice,,,,,,,,,,,
,564,32,850,0,stim,poldrack-single-stim,44,83250,0.0-3.0-41.0,go_nogo_deval,412,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,practice,green_rhombus,go2,32,13,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,45,84651,0.0-3.0-42.0,go_nogo_deval,412,,<div></div>,32,1400,practice,,,,,,,,,,,
,-1,-1,500,0,prompt_fixation,poldrack-single-stim,46,85153,0.0-3.0-43.0,go_nogo_deval,412,,<div class = centerbox><div class = fixation>+</div></div>,none,500,practice,,,,,,,,,,,
,498,32,850,0,stim,poldrack-single-stim,47,86005,0.0-3.0-44.0,go_nogo_deval,412,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,practice,purple_pentagon,go1,32,14,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,48,87406,0.0-3.0-45.0,go_nogo_deval,412,,<div></div>,32,1400,practice,,,,,,,,,,,
,-1,-1,500,0,prompt_fixation,poldrack-single-stim,49,87909,0.0-3.0-46.0,go_nogo_deval,412,,<div class = centerbox><div class = fixation>+</div></div>,none,500,practice,,,,,,,,,,,
,533,32,850,0,stim,poldrack-single-stim,50,88761,0.0-3.0-47.0,go_nogo_deval,412,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,practice,green_rhombus,go2,32,15,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,51,90162,0.0-3.0-48.0,go_nogo_deval,412,,<div></div>,32,1400,practice,,,,,,,,,,,
,-1,-1,500,0,prompt_fixation,poldrack-single-stim,52,90664,0.0-3.0-49.0,go_nogo_deval,412,,<div class = centerbox><div class = fixation>+</div></div>,none,500,practice,,,,,,,,,,,
,500,32,850,0,stim,poldrack-single-stim,53,91516,0.0-3.0-50.0,go_nogo_deval,412,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,practice,green_rhombus,go2,32,16,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,54,92918,0.0-3.0-51.0,go_nogo_deval,412,,<div></div>,32,1400,practice,,,,,,,,,,,
,-1,-1,500,0,prompt_fixation,poldrack-single-stim,55,93420,0.0-3.0-52.0,go_nogo_deval,412,,<div class = centerbox><div class = fixation>+</div></div>,none,500,practice,,,,,,,,,,,
,-1,-1,850,0,stim,poldrack-single-stim,56,94272,0.0-3.0-53.0,go_nogo_deval,412,,<img class = center src='/static/experiments/go_nogo_deval/images/red_circle.png'></img>,32,850,practice,red_circle,nogo1,-1,17,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,57,95673,0.0-3.0-54.0,go_nogo_deval,412,,<div></div>,32,1400,practice,,,,,,,,,,,
,12049,13,12049,0,practice-no-stop-feedback,poldrack-single-stim,58,107725,0.0-4.0,go_nogo_deval,412,,<div class = centerbox><p class = block-text><br>Please take this time to read your feedback and to take a short break! Press enter to continue</p><p class = block-text><strong>Average reaction time:  523 ms. Accuracy: 89%</strong></p><p class = block-text>Done with this practice.</p></div>,13,12049,,,,,,,,,,,,
,35131,13,35131,0,main_stop_intro_phase3,poldrack-single-stim,59,142856,0.0-5.0,go_nogo_deval,412,,"<div class = centerbox><p class = block-text>We will now start the main phase of the experiment.<br><br>These trials are the same as the trials that you have just completed. <br><br>The rules for each shape are as follows:  <br><ul list-text><li>pentagon: spacebar</li><li>rhombus: spacebar</li><li>circle: no response</li><li>triangle: no response</li></ul></p><p class = block-text>Remember these rules before you proceed, as they will no longer be presented during the trial.</p><p class = block-text>Press <strong> enter</strong> to begin.</p></div>",13,35131,,,,,,,,,,,,
,2713,13,2713,0,practice-no-stop-feedback,poldrack-single-stim,60,145570,0.0-6.0-0.0,go_nogo_deval,412,,"<div class = centerbox><p class = block-text>We will now start with a test session. In this test, concentrate on responding quickly and accurately to each stimuli unless it requires no response.</p><p class = block-text>Press enter to continue.</p></div>",13,2713,,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,61,146071,0.0-6.0-1.0,go_nogo_deval,412,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,589,32,850,0,stim,poldrack-single-stim,62,146923,0.0-6.0-2.0,go_nogo_deval,412,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_triangle.png'></img>,32,850,test,blue_triangle,nogo2,-1,0,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,63,148325,0.0-6.0-3.0,go_nogo_deval,412,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,64,148826,0.0-6.0-4.0,go_nogo_deval,412,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,523,32,850,0,stim,poldrack-single-stim,65,149678,0.0-6.0-5.0,go_nogo_deval,412,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,go1,32,1,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,66,151080,0.0-6.0-6.0,go_nogo_deval,412,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,67,151582,0.0-6.0-7.0,go_nogo_deval,412,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,400,32,850,0,stim,poldrack-single-stim,68,152434,0.0-6.0-8.0,go_nogo_deval,412,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,go1,32,2,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,69,153835,0.0-6.0-9.0,go_nogo_deval,412,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,70,154337,0.0-6.0-10.0,go_nogo_deval,412,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,390,32,850,0,stim,poldrack-single-stim,71,155188,0.0-6.0-11.0,go_nogo_deval,412,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,go1,32,3,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,72,156590,0.0-6.0-12.0,go_nogo_deval,412,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,73,157091,0.0-6.0-13.0,go_nogo_deval,412,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,515,32,850,0,stim,poldrack-single-stim,74,157943,0.0-6.0-14.0,go_nogo_deval,412,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,go2,32,4,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,75,159345,0.0-6.0-15.0,go_nogo_deval,412,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,76,159847,0.0-6.0-16.0,go_nogo_deval,412,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,358,32,850,0,stim,poldrack-single-stim,77,160699,0.0-6.0-17.0,go_nogo_deval,412,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_triangle.png'></img>,32,850,test,blue_triangle,nogo2,-1,5,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,78,162101,0.0-6.0-18.0,go_nogo_deval,412,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,79,162603,0.0-6.0-19.0,go_nogo_deval,412,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,460,32,850,0,stim,poldrack-single-stim,80,163455,0.0-6.0-20.0,go_nogo_deval,412,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,go1,32,6,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,81,164858,0.0-6.0-21.0,go_nogo_deval,412,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,82,165360,0.0-6.0-22.0,go_nogo_deval,412,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,-1,-1,850,0,stim,poldrack-single-stim,83,166211,0.0-6.0-23.0,go_nogo_deval,412,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_triangle.png'></img>,32,850,test,blue_triangle,nogo2,-1,7,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,84,167613,0.0-6.0-24.0,go_nogo_deval,412,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,85,168113,0.0-6.0-25.0,go_nogo_deval,412,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,-1,-1,850,0,stim,poldrack-single-stim,86,168965,0.0-6.0-26.0,go_nogo_deval,412,,<img class = center src='/static/experiments/go_nogo_deval/images/red_circle.png'></img>,32,850,test,red_circle,nogo1,-1,8,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,87,170367,0.0-6.0-27.0,go_nogo_deval,412,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,88,170869,0.0-6.0-28.0,go_nogo_deval,412,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,-1,-1,850,0,stim,poldrack-single-stim,89,171721,0.0-6.0-29.0,go_nogo_deval,412,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_triangle.png'></img>,32,850,test,blue_triangle,nogo2,-1,9,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,90,173123,0.0-6.0-30.0,go_nogo_deval,412,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,91,173624,0.0-6.0-31.0,go_nogo_deval,412,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,453,32,850,0,stim,poldrack-single-stim,92,174475,0.0-6.0-32.0,go_nogo_deval,412,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,go1,32,10,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,93,175876,0.0-6.0-33.0,go_nogo_deval,412,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,94,176378,0.0-6.0-34.0,go_nogo_deval,412,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,669,32,850,0,stim,poldrack-single-stim,95,177230,0.0-6.0-35.0,go_nogo_deval,412,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,go2,32,11,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,96,178632,0.0-6.0-36.0,go_nogo_deval,412,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,97,179134,0.0-6.0-37.0,go_nogo_deval,412,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,602,32,850,0,stim,poldrack-single-stim,98,179985,0.0-6.0-38.0,go_nogo_deval,412,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,go1,32,12,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,99,181387,0.0-6.0-39.0,go_nogo_deval,412,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,100,181889,0.0-6.0-40.0,go_nogo_deval,412,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,-1,-1,850,0,stim,poldrack-single-stim,101,182741,0.0-6.0-41.0,go_nogo_deval,412,,<img class = center src='/static/experiments/go_nogo_deval/images/red_circle.png'></img>,32,850,test,red_circle,nogo1,-1,13,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,102,184142,0.0-6.0-42.0,go_nogo_deval,412,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,103,184643,0.0-6.0-43.0,go_nogo_deval,412,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,447,32,850,0,stim,poldrack-single-stim,104,185494,0.0-6.0-44.0,go_nogo_deval,412,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,go2,32,14,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,105,186896,0.0-6.0-45.0,go_nogo_deval,412,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,106,187398,0.0-6.0-46.0,go_nogo_deval,412,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,-1,-1,850,0,stim,poldrack-single-stim,107,188250,0.0-6.0-47.0,go_nogo_deval,412,,<img class = center src='/static/experiments/go_nogo_deval/images/red_circle.png'></img>,32,850,test,red_circle,nogo1,-1,15,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,108,189653,0.0-6.0-48.0,go_nogo_deval,412,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,109,190155,0.0-6.0-49.0,go_nogo_deval,412,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,505,32,850,0,stim,poldrack-single-stim,110,191006,0.0-6.0-50.0,go_nogo_deval,412,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,go2,32,16,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,111,192408,0.0-6.0-51.0,go_nogo_deval,412,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,112,192909,0.0-6.0-52.0,go_nogo_deval,412,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,529,32,850,0,stim,poldrack-single-stim,113,193760,0.0-6.0-53.0,go_nogo_deval,412,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,go1,32,17,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,114,195162,0.0-6.0-54.0,go_nogo_deval,412,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,115,195664,0.0-6.0-55.0,go_nogo_deval,412,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,588,32,850,0,stim,poldrack-single-stim,116,196515,0.0-6.0-56.0,go_nogo_deval,412,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,go2,32,18,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,117,197916,0.0-6.0-57.0,go_nogo_deval,412,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,118,198418,0.0-6.0-58.0,go_nogo_deval,412,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,-1,-1,850,0,stim,poldrack-single-stim,119,199269,0.0-6.0-59.0,go_nogo_deval,412,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_triangle.png'></img>,32,850,test,blue_triangle,nogo2,-1,19,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,120,200671,0.0-6.0-60.0,go_nogo_deval,412,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,121,201173,0.0-6.0-61.0,go_nogo_deval,412,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,-1,-1,850,0,stim,poldrack-single-stim,122,202024,0.0-6.0-62.0,go_nogo_deval,412,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_triangle.png'></img>,32,850,test,blue_triangle,nogo2,-1,20,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,123,203425,0.0-6.0-63.0,go_nogo_deval,412,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,124,203927,0.0-6.0-64.0,go_nogo_deval,412,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,402,32,850,0,stim,poldrack-single-stim,125,204779,0.0-6.0-65.0,go_nogo_deval,412,,<img class = center src='/static/experiments/go_nogo_deval/images/red_circle.png'></img>,32,850,test,red_circle,nogo1,-1,21,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,126,206181,0.0-6.0-66.0,go_nogo_deval,412,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,127,206682,0.0-6.0-67.0,go_nogo_deval,412,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,493,32,850,0,stim,poldrack-single-stim,128,207533,0.0-6.0-68.0,go_nogo_deval,412,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,go2,32,22,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,129,208934,0.0-6.0-69.0,go_nogo_deval,412,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,130,209436,0.0-6.0-70.0,go_nogo_deval,412,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,596,32,850,0,stim,poldrack-single-stim,131,210287,0.0-6.0-71.0,go_nogo_deval,412,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,go2,32,23,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,132,211689,0.0-6.0-72.0,go_nogo_deval,412,,<div></div>,32,1400,test,,,,,,,,,,,
